"","Status","Point","Responsible.Agency","Address","Request.Details"
"6427","Open","(37.784911341779, -122.411447425251)","DPW Ops Queue","301 ELLIS ST, SAN FRANCISCO, CA, 94102","Fallen_tree"
"6428","Open","(37.762916004975, -122.449516223817)","DPW Ops Queue","1239 COLE ST, SAN FRANCISCO, CA, 94117","Other"
"6429","Closed","(37.7099460624952, -122.449308635005)","DPW Ops Queue","Intersection of FARRAGUT AVE and MISSION ST","Other"
"6430","Closed","(37.708627687027, -122.452730893974)","DPW Ops Queue","5901 MISSION ST, SAN FRANCISCO, CA, 94112","Hanging_limb"
"6431","Open","(37.7398602749573, -122.424502576236)","DPW Ops Queue","Intersection of RANDALL ST and ARLINGTON ST","Other"
"6432","Closed","(37.7515034090962, -122.461523700836)","DPW Ops Queue","Intersection of LAGUNA HONDA BLVD and CLARENDON AVE","Fallen_tree"
"6433","Open","(37.737922512636, -122.417846538294)","DPW Ops Queue","233 BENNINGTON ST, SAN FRANCISCO, CA, 94110","Damaged_vandalism"
"6434","Closed","(37.788903199096, -122.417151287148)","DPW Ops Queue","897 HYDE ST, SAN FRANCISCO, CA, 94109","Damaged_vandalism"
"6435","Open","(37.7386305990538, -122.464361354118)","DPW BUF Queue","Intersection of SAN LORENZO WAY and SANTA MONICA WAY","Fallen_tree"
"6436","Closed","(37.741051959096, -122.410268227595)","DPW Ops Queue","9 NEBRASKA ST, SAN FRANCISCO, CA, 94110","About_to_fall"
"6437","Closed","(37.7386305990538, -122.464361354118)","DPW Ops Queue","Intersection of SAN LORENZO WAY and SANTA MONICA WAY","Other"
"6438","Closed","(37.7772827170902, -122.462940665262)","DPW Ops Queue","Intersection of 5TH AVE and BALBOA ST","Fallen_tree"
"6439","Open","(37.744212036921, -122.495257824187)","DPW BUF Queue","2600 SANTIAGO ST, SAN FRANCISCO, CA, 94116","About_to_fall"
"6440","Closed","(37.731637214681, -122.449454454064)","DPW Ops Queue","624 MONTEREY BLVD, SAN FRANCISCO, CA, 94127","Other"
"6441","Open","(37.7674306308492, -122.401842409564)","DPW Ops Queue","Intersection of 15TH ST and DE HARO ST","Fallen_tree"
"6442","Closed","(37.757821638706, -122.414943812368)","DPW Ops Queue","2470 FOLSOM ST, SAN FRANCISCO, CA, 94110","Other"
"6443","Closed","(37.7882797480559, -122.423594095968)","DPW Ops Queue","Intersection of FRANKLIN ST and BUSH ST","About_to_fall"
"6444","Open","(37.800890672851, -122.40256138839)","DPW Ops Queue","1150 SANSOME ST, SAN FRANCISCO, CA, 94111","Other"
"6445","Closed","(37.7772827170902, -122.462940665262)","DPW Ops Queue","Intersection of 5TH AVE and BALBOA ST","Fallen_tree"
"6446","Closed","(37.720251441929, -122.478015179565)","DPW Ops Queue","100 SERRANO DR, SAN FRANCISCO, CA, 94132","Hanging_limb"
"6447","Closed","(37.770972770004, -122.430358428632)","DPW Ops Queue","149 FILLMORE ST, SAN FRANCISCO, CA, 94117","Hanging_limb"
"6448","Closed","(37.786472455743, -122.393444832565)","DPW BUF Queue","Intersection of 1ST ST and LANSING ST","About_to_fall"
"6449","Closed","(37.7485979888075, -122.477153763005)","DPW Ops Queue","Intersection of QUINTARA ST and 20TH AVE","Blocking_signs"
"6450","Closed","(37.7413829636177, -122.471225812195)","DPW Ops Queue","Intersection of ULLOA ST and 15TH AVE","Blocking_signs"
"6451","Closed","(37.7756261028157, -122.432829714451)","DPW Ops Queue","Intersection of STEINER ST and HAYES ST","Hanging_limb"
"6452","Closed","(37.771037907447, -122.430371530439)","DPW Ops Queue","157 FILLMORE ST, SAN FRANCISCO, CA, 94117","Hanging_limb"
"6453","Open","(37.7268209410153, -122.47237929479)","DPW Ops Queue","Intersection of JUNIPERO SERRA BLVD and WINSTON DR","Fallen_tree"
"6454","Open","(37.7255497803378, -122.472453117254)","DPW Ops Queue","Intersection of JUNIPERO SERRA BLVD and STONECREST DR","Fallen_tree"
"6455","Closed","(37.7268209410153, -122.47237929479)","DPW Ops Queue","Intersection of JUNIPERO SERRA BLVD and WINSTON DR","Fallen_tree"
"6456","Open","(37.7816271704732, -122.493446480801)","DPW Ops Queue","Intersection of CLEMENT ST and 33RD AVE","Other"
"6457","Closed","(37.748247104259, -122.408946358934)","DPW Ops Queue","2963 CESAR CHAVEZ ST, SAN FRANCISCO, CA, 94110","About_to_fall"
"6458","Open","(37.753489851327, -122.426274396275)","DPW BUF Queue","199 CHATTANOOGA ST, SAN FRANCISCO, CA, 94114","About_to_fall"
"6459","Closed","(37.788038768285, -122.424493442283)","DPW Ops Queue","1661 BUSH ST, SAN FRANCISCO, CA, 94109","Damaged_vandalism"
"6460","Closed","(37.7823915122949, -122.447301613877)","DPW Ops Queue","Intersection of MASONIC AVE and GEARY BLVD","Dead_tree"
"6461","Open","(37.774124254841, -122.436048979723)","DPW BUF Queue","485 SCOTT ST, SAN FRANCISCO, CA, 94117","About_to_fall"
"6462","Closed","(37.7181226971888, -122.449854694899)","DPW Ops Queue","Intersection of CAINE AVE and RIDGE LN","Pruning_request"
"6463","Closed","(37.7784162044725, -122.409938270048)","DPW Ops Queue","Intersection of 7TH ST and NATOMA ST","Damaged_vandalism"
"6464","Closed","(37.78072797422, -122.431181575707)","DPW Ops Queue","1350 TURK ST, SAN FRANCISCO, CA, 94115","Fallen_tree"
"6465","Closed","(37.771037907447, -122.430371530439)","DPW Ops Queue","157 FILLMORE ST, SAN FRANCISCO, CA, 94117","Fallen_tree"
"6466","Open","(37.75155123277, -122.418308172253)","DPW Ops Queue","2843 MISSION ST, SAN FRANCISCO, CA, 94110","Other"
"6467","Open","(37.717260864493, -122.443328477699)","DPW Ops Queue","2284 ALEMANY BLVD, SAN FRANCISCO, CA, 94112","Lifted_sidewalk_tree_roots"
"6468","Open","(37.734413730653, -122.391977809509)","DPW Ops Queue","1649 PALOU AVE, SAN FRANCISCO, CA, 94124","Lifted_sidewalk_tree_roots"
"6469","Open","(37.773025561543, -122.482213624681)","DPW Ops Queue","783 23RD AVE, SAN FRANCISCO, CA, 94121","Pruning_request"
"6470","Closed","(37.7478170579534, -122.494836791372)","DPW Ops Queue","Intersection of QUINTARA ST and SUNSET BLVD","Other"
"6471","Closed","(37.765817688907, -122.410818958078)","DPW Ops Queue","1686 BRYANT ST, SAN FRANCISCO, CA, 94103","Damaged_vandalism"
"6472","Open","(37.728145521637, -122.440246252894)","DPW Ops Queue","1835 SAN JOSE AVE, SAN FRANCISCO, CA, 94112","Lifted_sidewalk_tree_roots"
"6473","Closed","(37.763767521321, -122.468623781443)","DPW Ops Queue","1005 IRVING ST, SAN FRANCISCO, CA, 94122","Blocking_signs"
"6474","Closed","(37.788380820154, -122.446561572867)","DPW Ops Queue","3268 SACRAMENTO ST, SAN FRANCISCO, CA, 94115","Damaged_vandalism"
"6475","Closed","(37.735755045037, -122.505434281232)","DPW Ops Queue","2908 SLOAT BLVD, SAN FRANCISCO, CA, 94116","Damaged_vandalism"
"6476","Closed","(37.7845681372362, -122.431204856266)","DPW Ops Queue","Intersection of GEARY BLVD and WEBSTER ST","Pruning_request"
"6477","Open","(37.784176140427, -122.43091383299)","DPW Ops Queue","1460 WEBSTER ST, SAN FRANCISCO, CA, 94115","Lifted_sidewalk_tree_roots"
"6478","Closed","(37.717954958419, -122.449825830284)","DPW Ops Queue","7 CAINE AVE, SAN FRANCISCO, CA, 94112","Hanging_limb"
"6479","Closed","(37.787556841, -122.472847816)","311 Supervisor Queue","Intersection of BROWN ST and WYMAN AVE","Pruning_request"
"6480","Closed","(37.761746088116, -122.441080062563)","DPW Ops Queue","124 CORBETT AVE, SAN FRANCISCO, CA, 94114","Damaged_vandalism"
"6481","Closed","(37.773313112575, -122.419167822769)","DPW Ops Queue","74 12TH ST, SAN FRANCISCO, CA, 94103","Damaged_vandalism"
"6482","Closed","(37.776572195254, -122.418763335528)","DPW Ops Queue","50 FELL ST, SAN FRANCISCO, CA, 94102","Damaged_vandalism"
"6483","Closed","(37.784653059144, -122.46486661868)","DPW Ops Queue","4419 CALIFORNIA ST, SAN FRANCISCO, CA, 94118","Near_communication_line"
"6484","Closed","(37.7960836565442, -122.413366283553)","DPW Ops Queue","Intersection of PACIFIC AVE and TAYLOR ST","About_to_fall"
"6485","Closed","(37.7326509169813, -122.476947045565)","DPW Ops Queue","Intersection of OCEAN AVE and 21ST AVE","Blocking_signs"
"6486","Open","(37.752859021454, -122.410268313773)","DPW Ops Queue","2904 24TH ST, SAN FRANCISCO, CA, 94110","Lifted_sidewalk_tree_roots"
"6487","Open","(37.752949804947, -122.410406901095)","DPW Ops Queue","2916 24TH ST, SAN FRANCISCO, CA, 94110","Lifted_sidewalk_tree_roots"
"6488","Closed","(37.787682726959, -122.444736195593)","DPW Ops Queue","3054 CALIFORNIA ST, SAN FRANCISCO, CA, 94115","Pruning_request"
"6489","Closed","(37.744791988079, -122.406994441494)","DPW Ops Queue","120 BREWSTER ST, SAN FRANCISCO, CA, 94110","Pruning_request"
"6490","Closed","(37.765790994355, -122.430675875774)","DPW Ops Queue","2189 MARKET ST, SAN FRANCISCO, CA, 94114","Damaged_vandalism"
"6491","Closed","(37.7845466651625, -122.422838055375)","DPW Ops Queue","Intersection of FRANKLIN ST and OFARRELL ST","Fallen_tree"
"6492","Closed","(37.71900757299, -122.389809620713)","DPW Ops Queue","1089 GILMAN AVE, SAN FRANCISCO, CA, 94124","Near_communication_line"
"6493","Closed","(37.738812420464, -122.493505866562)","DPW Ops Queue","2586 36TH AVE, SAN FRANCISCO, CA, 94116","Other"
"6494","Open","(37.775665144361, -122.40673731845)","DPW Ops Queue","380 7TH ST, SAN FRANCISCO, CA, 94103","Damaged_vandalism"
"6495","Closed","(37.795783942417, -122.437178110862)","DPW Ops Queue","2301 GREEN ST, SAN FRANCISCO, CA, 94123","Damaged_vandalism"
"6496","Closed","(37.736502045283, -122.443766733482)","DPW Ops Queue","96 MALTA DR, SAN FRANCISCO, CA, 94131","Other"
"6497","Closed","(37.764789648833, -122.432743457283)","DPW Ops Queue","2276 MARKET ST, SAN FRANCISCO, CA, 94114","Damaged_vandalism"
"6498","Closed","(37.798269699656, -122.40472759914)","DPW Ops Queue","450 BROADWAY, SAN FRANCISCO, CA, 94133","Pruning_request"
"6499","Closed","(37.782488957968, -122.436760200473)","DPW Ops Queue","1939 OFARRELL ST, SAN FRANCISCO, CA, 94115","Pruning_request"
"6500","Closed","(37.7981185412778, -122.404679883341)","DPW Ops Queue","Intersection of BROADWAY and ROWLAND ST","Pruning_request"
"6501","Closed","(37.7257927774745, -122.442387245206)","DPW Ops Queue","Intersection of SAN JOSE AVE and SANTA YNEZ AVE","Blocking_signs"
"6502","Closed","(37.743453185931, -122.485532024753)","DPW Ops Queue","2355 28TH AVE, SAN FRANCISCO, CA, 94116","Pruning_request"
"6503","Open","(37.750032468058, -122.450290580306)","RPD Natural Areas Queue","45 SKYVIEW WAY, SAN FRANCISCO, CA, 94131","Pruning_request"
"6504","Closed","(37.781154807592, -122.401651399285)","DPW Ops Queue","827 FOLSOM ST, SAN FRANCISCO, CA, 94107","Other"
"6505","Closed","(37.732416422738, -122.453246532086)","DPW Ops Queue","798 JOOST AVE, SAN FRANCISCO, CA, 94127","Damaged_vandalism"
"6506","Closed","(37.714014669042, -122.473305326137)","DPW Ops Queue","50 CHUMASERO DR, SAN FRANCISCO, CA, 94132","Other"
"6507","Closed","(37.723258926999, -122.471789018988)","DPW Ops Queue","825 JUNIPERO SERRA BLVD, SAN FRANCISCO, CA, 94127","Other"
"6508","Closed","(37.7338364114598, -122.493337731089)","DPW Ops Queue","Intersection of SLOAT BLVD and SUNSET BLVD ON RAMP","Other_enter_additional_details_below"
"6509","Closed","(37.7996339841282, -122.437694751722)","DPW Ops Queue","Intersection of LOMBARD ST and STEINER ST","Other"
"6510","Open","(37.776752970419, -122.407574515036)","DPW Ops Queue","1099 FOLSOM ST, SAN FRANCISCO, CA, 94103","Damaged_vandalism"
"6511","Open","(37.766904781836, -122.447819991074)","DPW Ops Queue","289 FREDERICK ST, SAN FRANCISCO, CA, 94117","Sewer_damage_tree_roots"
"6512","Closed","(37.7398691001582, -122.424147214782)","DPW Ops Queue","Intersection of SAN JOSE AVE and RANDALL ST","Dead_tree"
"6513","Closed","(37.757316628981, -122.429227767966)","DPW BUF Queue","360 LIBERTY ST, SAN FRANCISCO, CA, 94114","Sprinkler_system_issues"
"6514","Closed","(37.786832742615, -122.451415956454)","DPW Ops Queue","3468 CALIFORNIA ST, SAN FRANCISCO, CA, 94118","Other"
"6515","Closed","(37.748114698233, -122.409783174413)","DPW Ops Queue","1502 FLORIDA ST, SAN FRANCISCO, CA, 94110","Damaged_vandalism"
"6516","Closed","(37.795002202015, -122.428064198384)","DPW Ops Queue","1889 BROADWAY, SAN FRANCISCO, CA, 94109","Damaged_vandalism"
"6517","Closed","(37.7543810087686, -122.473262512561)","DPW Ops Queue","Intersection of 16TH AVE and NORIEGA ST","Damaged_vandalism"
"6518","Closed","(37.7863873271439, -122.471114504394)","DPW Ops Queue","Intersection of 12TH AVE and LAKE ST","Pruning_request"
"6519","Closed","(37.776777461754, -122.413755445544)","DPW Ops Queue","1235 MISSION ST, SAN FRANCISCO, CA, 94103","Damaged_vandalism"
"6520","Closed","(37.770710641953, -122.421043194133)","DPW Ops Queue","150 OTIS ST, SAN FRANCISCO, CA, 94103","Near_communication_line"
"6521","Closed","(37.7348569251046, -122.439934233022)","DPW Ops Queue","Intersection of BOSWORTH ST and CONGO ST","Blocking_traffic_signal"
"6522","Closed","(37.709535890262, -122.461324104309)","DPW Ops Queue","163 DE LONG ST, SAN FRANCISCO, CA, 94112","Other_enter_additional_details_below"
"6523","Closed","(37.764007182468, -122.446391268443)","DPW Ops Queue","1035 ASHBURY ST, SAN FRANCISCO, CA, 94117","Pruning_request"
"6524","Closed","(37.727345408223, -122.458361885477)","DPW Ops Queue","591 MIRAMAR AVE, SAN FRANCISCO, CA, 94112","Hanging_limb"
"6525","Closed","(37.7647833801811, -122.424102600274)","DPW Ops Queue","Intersection of 16TH ST and GUERRERO ST","Fallen_tree"
"6526","Closed","(37.786885244005, -122.39712100419)","DPW Ops Queue","74 TEHAMA ST, SAN FRANCISCO, CA, 94105","Damaged_vandalism"
"6527","Closed","(37.762072891402, -122.465311184328)","DPW Ops Queue","301 JUDAH ST, SAN FRANCISCO, CA, 94122","Other"
"6528","Closed","(37.76414565344, -122.461327269285)","DPW Ops Queue","335 IRVING ST, SAN FRANCISCO, CA, 94122","Other"
"6529","Closed","(37.755153932176, -122.434612316189)","DPW BUF Queue","860 CASTRO ST, SAN FRANCISCO, CA, 94114","Weeding"
"6530","Closed","(37.7268209410153, -122.47237929479)","DPW Ops Queue","Intersection of WINSTON DR and JUNIPERO SERRA BLVD","Blocking_traffic_signal"
"6531","Closed","(37.7570683355039, -122.402802954126)","DPW Ops Queue","Intersection of 22ND ST and KANSAS ST","Other"
"6532","Closed","(37.788970878989, -122.441686286754)","DPW Ops Queue","2920 SACRAMENTO ST, SAN FRANCISCO, CA, 94115","Damaged_vandalism"
"6533","Closed","(37.729301643543, -122.402801355264)","311 Supervisor Queue","1200 BAY SHORE BLVD, SAN FRANCISCO, CA, 94124","Fallen_tree"
"6534","Closed","(37.729901879399, -122.403021500522)","311 Supervisor Queue","Intersection of BAY SHORE BLVD and QUINT ST","Fallen_tree"
"6535","Closed","(37.800868184121, -122.421121004663)","311 Supervisor Queue","1300 GREENWICH ST, SAN FRANCISCO, CA, 94109","Damaged_vandalism"
"6536","Closed","(37.776847789025, -122.413855926638)","DPW Ops Queue","1239 MISSION ST, SAN FRANCISCO, CA, 94103","Damaged_vandalism"
"6537","Closed","(37.7783895342723, -122.448879353298)","DPW BUF Queue","Intersection of TAMALPAIS TER and TURK BLVD","Other"
"6538","Closed","(37.726491783826, -122.472223559168)","DPW Ops Queue","708 JUNIPERO SERRA BLVD, SAN FRANCISCO, CA, 94132","Damaged_vandalism"
"6539","Closed","(37.770527908528, -122.429972018037)","DPW Ops Queue","112 FILLMORE ST, SAN FRANCISCO, CA, 94117","Damaged_vandalism"
"6540","Closed","(37.781950407389, -122.510790132144)","311 Service Request Queue - Hold","2500 EL CAMINO DEL MAR, SAN FRANCISCO, CA, 94121","Pruning_request"
"6541","Closed","(37.77132790092, -122.419329141602)","DPW Ops Queue","1661 MISSION ST, SAN FRANCISCO, CA, 94103","Damaged_vandalism"
"6542","Closed","(37.788464332474, -122.402949957223)","DPW Ops Queue","1455 MARKET ST, SAN FRANCISCO, CA, 94103","Damaged_vandalism"
"6543","Closed","(37.7765408985942, -122.417501611061)","DPW Ops Queue","Intersection of MARKET ST and 10TH ST","Damaged_vandalism"
"6544","Closed","(37.776292903873, -122.418191867636)","DPW Ops Queue","1400 MARKET ST, SAN FRANCISCO, CA, 94102","Damaged_vandalism"
"6545","Closed","(37.776083554715, -122.418402884255)","DPW Ops Queue","1444 MARKET ST, SAN FRANCISCO, CA, 94102","Damaged_vandalism"
"6546","Closed","(37.76809483172, -122.42214277297)","DPW Ops Queue","301 VALENCIA ST, SAN FRANCISCO, CA, 94103","Other"
"6547","Closed","(37.782873003201, -122.41456743574)","DPW Ops Queue","318 TURK ST, SAN FRANCISCO, CA, 94102","Other"
"6548","Closed","(37.751750973459, -122.403788581955)","DPW Ops Queue","2527 25TH ST, SAN FRANCISCO, CA, 94110","Other"
"6549","Closed","(37.781838336276, -122.415680513678)","DPW Ops Queue","101 HYDE ST, SAN FRANCISCO, CA, 94102","Pruning_request"
"6550","Closed","(37.768393924693, -122.415418982104)","DPW Ops Queue","1801 FOLSOM ST, SAN FRANCISCO, CA, 94103","Damaged_vandalism"
"6551","Closed","(37.768393924693, -122.415418982104)","DPW Ops Queue","1801 FOLSOM ST, SAN FRANCISCO, CA, 94103","Damaged_vandalism"
"6552","Closed","(37.773137881741, -122.41894676664)","DPW Ops Queue","90 12TH ST, SAN FRANCISCO, CA, 94103","Damaged_vandalism"
"6553","Closed","(37.716701080337, -122.403896713769)","DPW Ops Queue","359 WILDE AVE, SAN FRANCISCO, CA, 94134","Pruning_request"
"6554","Closed","(37.7651305084029, -122.396770722608)","DPW Ops Queue","Intersection of 17TH ST and MISSOURI ST","Blocking_signs"
"6555","Closed","(37.733246058582, -122.388556549532)","DPW Ops Queue","1415 LANE ST, SAN FRANCISCO, CA, 94124","About_to_fall"
"6556","Closed","(37.771511703016, -122.421603772502)","311 Supervisor Queue","65 MCCOPPIN ST, SAN FRANCISCO, CA, 94103","Other"
"6557","Closed","(37.7576511603645, -122.408651207039)","DPW Ops Queue","Intersection of YORK ST and 21ST ST","Restake_tree"
"6558","Closed","(37.757305476545, -122.429411304717)","PUC - Water Waste - Customer Service Queue","366 LIBERTY ST, SAN FRANCISCO, CA, 94114","Other"
"6559","Closed","(37.765016301033, -122.417922996142)","DPW Ops Queue","2905 16TH ST, SAN FRANCISCO, CA, 94103","Damaged_vandalism"
"6560","Open","(37.776899773331, -122.461677648296)","DPW Ops Queue","620 4TH AVE, SAN FRANCISCO, CA, 94118","Fallen_tree"
"6561","Closed","(37.7808814589011, -122.445508690342)","DPW Ops Queue","Intersection of TERRA VISTA AVE and ANZAVISTA AVE","Fallen_tree"
"6562","Open","(37.8066576599922, -122.420559990806)","DPW Ops Queue","Intersection of HYDE ST and BEACH ST","Lifted_sidewalk_tree_roots"
"6563","Closed","(37.787986783959, -122.41841660374)","DPW Ops Queue","1100 LARKIN ST, SAN FRANCISCO, CA, 94109","Other_enter_additional_details_below"
"6564","Closed","(37.732430265756, -122.450213226371)","DPW Ops Queue","658 JOOST AVE, SAN FRANCISCO, CA, 94127","Other"
"6565","Closed","(37.7797884435851, -122.415126835192)","RPD Park Patrol Queue","Intersection of FULTON ST and HYDE ST","Damaged_vandalism"
"6566","Closed","(37.772524848765, -122.435764379977)","DPW Ops Queue","303 SCOTT ST, SAN FRANCISCO, CA, 94117","Damaged_vandalism"
"6567","Closed","(37.7636087852147, -122.476054338303)","DPW Ops Queue","Intersection of IRVING ST and 18TH AVE","Fallen_tree"
"6568","Closed","(37.76998821552, -122.450436835294)","DPW Ops Queue","575 COLE ST, SAN FRANCISCO, CA, 94117","Pruning_request"
"6569","Closed","(37.7880920435355, -122.395478089157)","DPW Ops Queue","Intersection of 1ST ST and TEHAMA ST","Damaged_vandalism"
"6570","Closed","(37.797108252584, -122.435563826714)","DPW Ops Queue","108 FILLMORE ST, SAN FRANCISCO, CA, 94117","Pruning_request"
"6571","Closed","(37.774510140717, -122.410898520935)","DPW Ops Queue","1246 FOLSOM ST, SAN FRANCISCO, CA, 94103","Damaged_vandalism"
"6572","Closed","(37.773160587862, -122.432523460357)","DPW Ops Queue","425 STEINER ST, SAN FRANCISCO, CA, 94117","Near_communication_line"
"6573","Closed","(37.727732178514, -122.423439831819)","DPW Ops Queue","116 MADISON ST, SAN FRANCISCO, CA, 94134","Other"
"6574","Closed","(37.796286082803, -122.409107394602)","DPW Ops Queue","140 TRENTON ST, SAN FRANCISCO, CA, 94133","Fallen_tree"
"6575","Closed","(37.734420268022, -122.433136942036)","DPW Ops Queue","661 CHENERY ST, SAN FRANCISCO, CA, 94131","Fallen_tree"
"6576","Closed","(37.734420268022, -122.433136942036)","DPW Ops Queue","661 CHENERY ST, SAN FRANCISCO, CA, 94131","Hanging_limb"
"6577","Closed","(37.766381985814, -122.436127265731)","DPW Ops Queue","209 HENRY ST, SAN FRANCISCO, CA, 94114","Damaged_vandalism"
"6578","Closed","(37.741183050168, -122.417222731429)","DPW Ops Queue","177 BOCANA ST, SAN FRANCISCO, CA, 94110","Fallen_tree"
"6579","Closed","(37.752051346419, -122.445058046151)","DPW Ops Queue","38 GARDENSIDE DR, SAN FRANCISCO, CA, 94131","Hanging_limb"
"6580","Closed","(37.730881389228, -122.472604859301)","DPW Ops Queue","123 EUCALYPTUS DR, SAN FRANCISCO, CA, 94132","Blocking_signs"
"6581","Closed","(37.745429798132, -122.416836379224)","DPW Ops Queue","2 WINFIELD ST, SAN FRANCISCO, CA, 94110","Pruning_request"
"6582","Closed","(37.759841746178, -122.473523269544)","DPW Ops Queue","1175 KIRKHAM ST, SAN FRANCISCO, CA, 94122","Hitting_window_or_building"
"6583","Closed","(37.7307748793408, -122.459244845044)","DPW BUF Queue","Intersection of FAXON AVE and MONTEREY BLVD","Weeding"
"6584","Closed","(37.78002946698, -122.507202719575)","DPW Ops Queue","366 POINT LOBOS AVE, SAN FRANCISCO, CA, 94121","Other"
"6585","Closed","(37.7408918679751, -122.465828996789)","DPW Ops Queue","Intersection of WEST PORTAL AVE and ULLOA ST","Other_enter_additional_details_below"
"6586","Closed","(37.7743253825375, -122.417104232083)","DPW Ops Queue","Intersection of 11TH ST and MISSION ST","Pruning_request"
"6587","Closed","(37.717260864493, -122.443328477699)","DPW Ops Queue","2284 ALEMANY BLVD, SAN FRANCISCO, CA, 94112","Pruning_request"
"6588","Closed","(37.742229440497, -122.418923685076)","DPW Ops Queue","217 VIRGINIA AVE, SAN FRANCISCO, CA, 94110","Pruning_request"
"6589","Closed","(37.759012234527, -122.410812444827)","DPW Ops Queue","3001 20TH ST, SAN FRANCISCO, CA, 94110","Damaged_vandalism"
"6590","Closed","(37.7962908448322, -122.411719023202)","DPW Ops Queue","Intersection of PACIFIC AVE and MASON ST","Pruning_request"
"6591","Closed","(37.7981185412778, -122.404679883341)","DPW Ops Queue","Intersection of BROADWAY and ROWLAND ST","Pruning_request"
"6592","Closed","(37.798309718646, -122.404411449977)","DPW Ops Queue","426 BROADWAY, SAN FRANCISCO, CA, 94133","Pruning_request"
"6593","Closed","(37.753841653178, -122.408141132724)","DPW Ops Queue","1115 YORK ST, SAN FRANCISCO, CA, 94110","Damaged_vandalism"
"6594","Closed","(37.797344239789, -122.397111278429)","DPW Ops Queue","99 JACKSON ST, SAN FRANCISCO, CA, 94111","Damaged_vandalism"
"6595","Closed","(37.716900890721, -122.443785573525)","DPW Ops Queue","2310 ALEMANY BLVD, SAN FRANCISCO, CA, 94112","Pruning_request"
"6596","Closed","(37.766283768274, -122.424027050175)","DPW Ops Queue","305 GUERRERO ST, SAN FRANCISCO, CA, 94103","Fallen_tree"
"6597","Closed","(37.7151146157656, -122.400604856639)","DPW BUF Queue","Intersection of BRUSSELS ST and CAMPBELL AVE","Weeding"
"6598","Closed","(37.778009521457, -122.484423831601)","DPW BUF Queue","600 25TH AVE, SAN FRANCISCO, CA, 94121","Other"
"6599","Closed","(37.781026956132, -122.475192210325)","DPW Ops Queue","375 16TH AVE, SAN FRANCISCO, CA, 94118","Damaged_vandalism"
"6600","Closed","(37.743221509973, -122.470523027145)","DPW Ops Queue","425 TARAVAL ST, SAN FRANCISCO, CA, 94116","Other"
"6601","Closed","(37.7415219839489, -122.413821304216)","DPW Ops Queue","Intersection of GATES ST and POWHATTAN AVE","Other"
"6602","Closed","(37.751537250867, -122.406382129074)","DPW Ops Queue","1298 POTRERO AVE, SAN FRANCISCO, CA, 94110","Damaged_vandalism"
"6603","Closed","(37.7965986450412, -122.409251501545)","DPW Ops Queue","Intersection of PACIFIC AVE and TRENTON ST","Fallen_tree"
"6604","Closed","(37.760949822349, -122.422236861867)","DPW Ops Queue","43 LAPIDGE ST, SAN FRANCISCO, CA, 94110","Other"
"6605","Open","(37.7522712511524, -122.417876793921)","DPW Ops Queue","Intersection of LILAC ST and 24TH ST","Lifted_sidewalk_tree_roots"
"6606","Closed","(37.748795827644, -122.449955297353)","DPW Ops Queue","32 CITYVIEW WAY, SAN FRANCISCO, CA, 94131","About_to_fall"
"6607","Closed","(37.794627477865, -122.422931269011)","DPW Ops Queue","1525 VAN NESS AVE, SAN FRANCISCO, CA, 94109","Hitting_window_or_building"
"6608","Closed","(37.7101137430905, -122.43756488247)","DPW BUF Queue","Intersection of CURTIS ST and PRAGUE ST","Weeding"
"6609","Open","(37.782861230316, -122.394170094146)","DPW Ops Queue","414 BRYANT ST, SAN FRANCISCO, CA, 94107","Lifted_sidewalk_tree_roots"
"6610","Closed","(37.772968578232, -122.481911447304)","DPW Ops Queue","786 23RD AVE, SAN FRANCISCO, CA, 94121","Pruning_request"
"6611","Closed","(37.778960095107, -122.425078130411)","DPW Ops Queue","775 MCALLISTER ST, SAN FRANCISCO, CA, 94102","Near_communication_line"
"6612","Closed","(37.7697571331601, -122.389466623812)","DPW Ops Queue","Intersection of 3RD ST and NELSON RISING LN","Pruning_request"
"6613","Open","(37.785955736879, -122.401562868682)","DPW Ops Queue","125 3RD ST, SAN FRANCISCO, CA, 94103","Lifted_sidewalk_tree_roots"
"6614","Closed","(37.7650512510466, -122.419669041689)","DPW Ops Queue","Intersection of 16TH ST and MISSION ST","Other"
"6615","Closed","(37.76404592259, -122.418756231265)","DPW Ops Queue","154 CAPP ST, SAN FRANCISCO, CA, 94110","Other"
"6616","Open","(37.717000329, -122.447960352)","DPW Ops Queue","Intersection of OTEGA AVE and OTTAWA AVE","Other"
"6617","Closed","(37.7620990219907, -122.414998461628)","DPW Ops Queue","Intersection of FOLSOM ST and 18TH ST","Other_enter_additional_details_below"
"6618","Closed","(37.752210696307, -122.411056188738)","DPW Ops Queue","1228 ALABAMA ST, SAN FRANCISCO, CA, 94110","Other"
"6619","Closed","(37.752568209683, -122.411070821691)","DPW Ops Queue","2953 24TH ST, SAN FRANCISCO, CA, 94110","Other"
"6620","Closed","(37.7324560620498, -122.474954469058)","DPW Ops Queue","Intersection of 19TH AVE and OCEAN AVE","Pruning_request"
"6621","Closed","(37.80027647157, -122.409495573854)","DPW Ops Queue","601 UNION ST, SAN FRANCISCO, CA, 94133","Other"
"6622","Closed","(37.800669601882, -122.408453816151)","DPW Ops Queue","550 UNION ST, SAN FRANCISCO, CA, 94133","Pruning_request"
